rank,pls_min_mv,driver,points,back,starts,pole,win,top_5,top_10,winnings,year,race_num
73,--,Kevin Lepage,34,-3060,1,0,0,0,0,"$86,992",2002,23
74,--,Gary Bradberry,34,-3060,1,0,0,0,0,"$40,399",2002,23
75,--,Stuart Kirby,34,-3060,1,0,0,0,0,"$52,403",2002,23
76,--,Carl Long,0,-3094,1,0,0,0,0,"$86,413",2002,23
1,--,Sterling Marlin,3240,0,24,0,2,7,13,"$3,228,570",2002,24
2,--,Mark Martin,3145,-95,24,0,1,8,15,"$4,001,870",2002,24
3,+2,Jeff Gordon,3129,-111,24,3,1,7,13,"$3,393,710",2002,24
4,--,Tony Stewart,3101,-139,24,2,3,10,13,"$3,336,360",2002,24
5,-2,Jimmie Johnson,3095,-145,24,4,2,5,14,"$2,074,950",2002,24
6,+1,Rusty Wallace,3078,-162,24,1,0,4,13,"$2,852,770",2002,24
7,-1,Ricky Rudd,2972,-268,24,1,1,6,9,"$2,836,050",2002,24
8,--,Bill Elliott,2970,-270,24,4,2,4,10,"$2,783,940",2002,24
9,--,Matt Kenseth,2959,-281,24,1,3,8,12,"$2,770,550",2002,24
10,--,Dale Jarrett,2864,-376,24,1,2,7,11,"$2,841,750",2002,24
11,+1,Kurt Busch,2826,-414,24,1,1,6,11,"$2,349,380",2002,24
12,-1,Ryan Newman,2813,-427,24,6,0,10,13,"$3,121,950",2002,24
13,--,Jeff Burton,2763,-477,24,0,0,3,9,"$2,599,140",2002,24
14,--,Michael Waltrip,2705,-535,24,0,1,4,8,"$2,120,590",2002,24
15,+1,Dale Earnhardt Jr,2640,-600,24,2,1,6,9,"$2,550,290",2002,24
16,-1,Ricky Craven,2601,-639,24,2,0,3,5,"$1,785,240",2002,24
17,+2,Bobby Labonte,2546,-694,24,0,1,3,4,"$2,664,100",2002,24
18,-1,Terry Labonte,2493,-747,24,0,0,1,4,"$2,243,580",2002,24
19,+2,Kevin Harvick,2480,-760,23,1,1,5,8,"$2,656,220",2002,24
20,-2,Jeff Green,2476,-764,24,0,0,2,3,"$1,500,680",2002,24
21,-1,Dave Blaney,2423,-817,24,0,0,0,2,"$1,854,140",2002,24
22,--,Robby Gordon,2413,-827,24,0,0,1,5,"$2,150,610",2002,24
23,--,Kyle Petty,2375,-865,24,0,0,0,1,"$1,407,440",2002,24
24,--,Elliott Sadler,2273,-967,24,0,0,2,5,"$2,620,470",2002,24
25,+1,Bobby Hamilton,2251,-989,24,0,0,0,2,"$1,798,230",2002,24
26,+1,Jimmy Spencer,2242,-998,22,0,0,2,6,"$1,513,000",2002,24
27,-2,Ward Burton,2214,-1026,24,1,2,2,4,"$3,742,350",2002,24
28,--,Jeremy Mayfield,2140,-1100,24,0,0,2,2,"$1,802,010",2002,24
29,--,John Andretti,2117,-1123,24,0,0,0,1,"$2,059,670",2002,24
30,--,Ken Schrader,2021,-1219,24,0,0,0,0,"$1,778,210",2002,24
31,--,Mike Skinner,1918,-1322,24,0,0,0,0,"$1,481,530",2002,24
32,--,Casey Atwood,1875,-1365,24,0,0,0,0,"$1,477,400",2002,24
33,--,Hut Stricklin,1781,-1459,22,0,0,0,0,"$1,313,550",2002,24
34,+1,Johnny Benson Jr,1770,-1470,19,0,0,0,3,"$1,677,780",2002,24
35,-1,Brett Bodine,1746,-1494,24,0,0,0,0,"$1,398,680",2002,24
36,--,Jerry Nadeau,1715,-1525,21,0,0,0,1,"$1,433,160",2002,24
37,--,Joe Nemechek,1546,-1694,21,0,0,0,0,"$1,510,960",2002,24
38,+1,Steve Park,1466,-1774,20,0,0,0,1,"$1,718,300",2002,24
39,-1,Stacy Compton,1393,-1847,19,0,0,0,0,"$1,095,080",2002,24
40,--,Todd Bodine,1229,-2011,13,1,0,0,3,"$1,085,020",2002,24
41,--,Kenny Wallace,793,-2447,10,0,0,0,1,"$831,943",2002,24
42,--,Steve Grissom,726,-2514,9,0,0,0,1,"$494,241",2002,24
43,--,Geoffrey Bodine,636,-2604,7,0,0,1,2,"$1,082,930",2002,24
44,--,Rick Mast,576,-2664,9,0,0,0,0,"$469,843",2002,24
45,--,Buckshot Jones,559,-2681,7,0,0,0,0,"$394,223",2002,24
46,+1,Mike Wallace,532,-2708,9,0,0,0,1,"$710,858",2002,24
47,-1,Hermie Sadler,404,-2836,5,0,0,0,0,"$275,720",2002,24
48,--,Shawna Robinson,361,-2879,7,0,0,0,0,"$428,519",2002,24
49,--,Frank Kimmel,292,-2948,6,0,0,0,0,"$407,579",2002,24
50,+2,Derrike Cope,199,-3041,4,0,0,0,0,"$201,216",2002,24
51,-1,Boris Said,164,-3076,2,0,0,0,0,"$87,400",2002,24
52,-1,PJ Jones,160,-3080,1,0,0,1,1,"$65,950",2002,24
53,--,Scott Pruett,150,-3090,1,0,0,0,1,"$66,690",2002,24
54,--,Greg Biffle,124,-3116,1,0,0,0,0,"$80,059",2002,24
55,--,Dick Trickle,111,-3129,3,0,0,0,0,"$136,830",2002,24
56,--,Tony Raines,104,-3136,2,0,0,0,0,"$90,179",2002,24
57,--,Ted Musgrave,100,-3140,1,0,0,0,0,"$102,475",2002,24
58,--,Robert Pressley,97,-3143,1,0,0,0,0,"$150,859",2002,24
59,--,Tom Hubert,91,-3149,1,0,0,0,0,"$41,925",2002,24
60,--,Ron Fellows,88,-3152,1,0,0,0,0,"$47,930",2002,24
61,--,Morgan Shepherd,85,-3155,2,0,0,0,0,"$77,020",2002,24
62,--,Kirk Shelmerdine,77,-3163,2,0,0,0,0,"$97,127",2002,24
63,--,Lance Hooper,70,-3170,1,0,0,0,0,"$51,840",2002,24
64,-1,Andy Hillenburg,68,-3172,2,0,0,0,0,"$101,629",2002,24
65,-1,Jim Inglebright,67,-3173,1,0,0,0,0,"$47,190",2002,24
66,-1,Chad Little,64,-3176,1,0,0,0,0,"$49,745",2002,24
67,-1,Ron Hornaday,55,-3185,1,0,0,0,0,"$88,476",2002,24
68,-1,Jay Sauter,52,-3188,1,0,0,0,0,"$50,200",2002,24
69,--,Scott Wimmer,43,-3197,1,0,0,0,0,"$51,350",2002,24
70,-2,Jason Small,40,-3200,1,0,0,0,0,"$41,130",2002,24
71,-2,Dave Marcis,37,-3203,1,0,0,0,0,"$137,110",2002,24
72,-2,Austin Cameron,37,-3203,1,0,0,0,0,"$46,945",2002,24
73,-2,Joe Varde,37,-3203,1,0,0,0,0,"$37,610",2002,24
74,-2,Randy Renfrow,34,-3206,1,0,0,0,0,"$71,193",2002,24
75,-2,Kevin Lepage,34,-3206,1,0,0,0,0,"$86,992",2002,24
76,-2,Gary Bradberry,34,-3206,1,0,0,0,0,"$40,399",2002,24
77,-2,Stuart Kirby,34,-3206,1,0,0,0,0,"$52,403",2002,24
78,-2,Carl Long,0,-3240,1,0,0,0,0,"$86,413",2002,24
1,--,Sterling Marlin,3405,0,25,0,2,8,14,"$3,354,530",2002,25
2,+1,Jeff Gordon,3314,-91,25,3,2,8,14,"$3,605,890",2002,25
3,-1,Mark Martin,3280,-125,25,0,1,8,15,"$4,090,450",2002,25
4,--,Tony Stewart,3243,-162,25,2,3,10,14,"$3,436,890",2002,25
5,--,Jimmie Johnson,3238,-167,25,4,2,5,15,"$2,131,360",2002,25
6,--,Rusty Wallace,3175,-230,25,1,0,4,13,"$2,943,010",2002,25
7,+1,Bill Elliott,3140,-265,25,4,2,5,11,"$2,906,200",2002,25
8,-1,Ricky Rudd,3045,-360,25,1,1,6,9,"$2,925,130",2002,25
9,+1,Dale Jarrett,3024,-381,25,1,2,8,12,"$2,946,270",2002,25
10,-1,Matt Kenseth,3011,-394,25,1,3,8,12,"$2,831,550",2002,25
11,+1,Ryan Newman,2988,-417,25,6,0,11,14,"$3,257,460",2002,25
12,-1,Kurt Busch,2972,-433,25,1,1,6,12,"$2,416,090",2002,25
13,--,Jeff Burton,2902,-503,25,0,0,3,10,"$2,699,460",2002,25
14,--,Michael Waltrip,2796,-609,25,0,1,4,8,"$2,177,770",2002,25
15,--,Dale Earnhardt Jr,2755,-650,25,2,1,6,9,"$2,617,470",2002,25
16,--,Ricky Craven,2727,-678,25,2,0,3,5,"$1,845,410",2002,25
17,--,Bobby Labonte,2664,-741,25,0,1,3,4,"$2,760,500",2002,25
18,+2,Jeff Green,2603,-802,25,0,0,2,3,"$1,554,430",2002,25
19,-1,Terry Labonte,2563,-842,25,0,0,1,4,"$2,316,350",2002,25
20,+2,Robby Gordon,2525,-880,25,0,0,1,5,"$2,227,780",2002,25
21,-2,Kevin Harvick,2523,-882,24,1,1,5,8,"$2,744,730",2002,25
22,-1,Dave Blaney,2499,-906,25,0,0,0,2,"$1,908,960",2002,25
23,--,Kyle Petty,2499,-906,25,0,0,0,1,"$1,461,500",2002,25
24,--,Elliott Sadler,2379,-1026,25,0,0,2,5,"$2,689,330",2002,25
25,+2,Ward Burton,2364,-1041,25,1,2,2,5,"$3,848,030",2002,25
26,--,Jimmy Spencer,2351,-1054,23,0,0,2,6,"$1,576,740",2002,25
27,-2,Bobby Hamilton,2345,-1060,25,0,0,0,2,"$1,863,670",2002,25
28,--,Jeremy Mayfield,2243,-1162,25,0,0,2,2,"$1,862,950",2002,25
29,--,John Andretti,2154,-1251,25,0,0,0,1,"$2,129,380",2002,25
30,--,Ken Schrader,2106,-1299,25,0,0,0,0,"$1,834,210",2002,25
31,--,Mike Skinner,1967,-1438,25,0,0,0,0,"$1,524,360",2002,25
32,--,Casey Atwood,1954,-1451,25,0,0,0,0,"$1,524,940",2002,25
33,+1,Johnny Benson Jr,1831,-1574,20,0,0,0,3,"$1,747,970",2002,25
34,+1,Brett Bodine,1792,-1613,25,0,0,0,0,"$1,441,480",2002,25
35,-2,Hut Stricklin,1781,-1624,22,0,0,0,0,"$1,313,550",2002,25
36,--,Jerry Nadeau,1755,-1650,22,0,0,0,1,"$1,475,840",2002,25
37,--,Joe Nemechek,1646,-1759,22,0,0,0,0,"$1,568,580",2002,25
38,--,Steve Park,1521,-1884,21,0,0,0,1,"$1,791,350",2002,25
39,--,Stacy Compton,1393,-2012,19,0,0,0,0,"$1,095,080",2002,25
40,--,Todd Bodine,1293,-2112,14,1,0,0,3,"$1,153,790",2002,25
41,--,Kenny Wallace,881,-2524,11,0,0,0,1,"$880,708",2002,25
42,--,Steve Grissom,726,-2679,9,0,0,0,1,"$494,241",2002,25
43,--,Geoffrey Bodine,636,-2769,7,0,0,1,2,"$1,082,930",2002,25
44,+2,Mike Wallace,599,-2806,10,0,0,0,1,"$754,598",2002,25
45,-1,Rick Mast,576,-2829,9,0,0,0,0,"$469,843",2002,25
46,-1,Buckshot Jones,559,-2846,7,0,0,0,0,"$394,223",2002,25
47,--,Hermie Sadler,404,-3001,5,0,0,0,0,"$275,720",2002,25
48,--,Shawna Robinson,361,-3044,7,0,0,0,0,"$428,519",2002,25
49,--,Frank Kimmel,292,-3113,6,0,0,0,0,"$407,579",2002,25
50,--,Derrike Cope,199,-3206,4,0,0,0,0,"$201,216",2002,25
51,+6,Ted Musgrave,182,-3223,2,0,0,0,0,"$147,220",2002,25
52,-1,Boris Said,164,-3241,2,0,0,0,0,"$87,400",2002,25
53,+3,Tony Raines,162,-3243,3,0,0,0,0,"$133,434",2002,25
54,-2,PJ Jones,160,-3245,1,0,0,1,1,"$65,950",2002,25
55,-2,Scott Pruett,150,-3255,1,0,0,0,1,"$66,690",2002,25
56,-2,Greg Biffle,124,-3281,1,0,0,0,0,"$80,059",2002,25
57,+4,Morgan Shepherd,119,-3286,3,0,0,0,0,"$119,847",2002,25
58,-3,Dick Trickle,111,-3294,3,0,0,0,0,"$136,830",2002,25
59,-1,Robert Pressley,97,-3308,1,0,0,0,0,"$150,859",2002,25
60,-1,Tom Hubert,91,-3314,1,0,0,0,0,"$41,925",2002,25
61,-1,Ron Fellows,88,-3317,1,0,0,0,0,"$47,930",2002,25
62,--,Kirk Shelmerdine,77,-3328,2,0,0,0,0,"$97,127",2002,25
63,--,Lance Hooper,70,-3335,1,0,0,0,0,"$51,840",2002,25
64,--,Andy Hillenburg,68,-3337,2,0,0,0,0,"$101,629",2002,25
65,--,Jim Inglebright,67,-3338,1,0,0,0,0,"$47,190",2002,25
66,--,Chad Little,64,-3341,1,0,0,0,0,"$49,745",2002,25
67,--,Ron Hornaday,55,-3350,1,0,0,0,0,"$88,476",2002,25
68,--,Jay Sauter,52,-3353,1,0,0,0,0,"$50,200",2002,25
69,--,Scott Wimmer,43,-3362,1,0,0,0,0,"$51,350",2002,25
70,--,Jason Small,40,-3365,1,0,0,0,0,"$41,130",2002,25
71,--,Dave Marcis,37,-3368,1,0,0,0,0,"$137,110",2002,25
72,--,Austin Cameron,37,-3368,1,0,0,0,0,"$46,945",2002,25
73,--,Joe Varde,37,-3368,1,0,0,0,0,"$37,610",2002,25
74,--,Randy Renfrow,34,-3371,1,0,0,0,0,"$71,193",2002,25
75,--,Kevin Lepage,34,-3371,1,0,0,0,0,"$86,992",2002,25
76,--,Gary Bradberry,34,-3371,1,0,0,0,0,"$40,399",2002,25
77,--,Stuart Kirby,34,-3371,1,0,0,0,0,"$52,403",2002,25
78,--,Carl Long,0,-3405,1,0,0,0,0,"$86,413",2002,25
1,--,Sterling Marlin,3439,0,26,0,2,8,14,"$3,436,960",2002,26
2,+1,Mark Martin,3430,-9,26,0,1,8,16,"$4,177,730",2002,26
3,+2,Jimmie Johnson,3367,-72,26,4,2,5,15,"$2,183,740",2002,26
4,-2,Jeff Gordon,3357,-82,26,3,2,8,14,"$3,703,850",2002,26
5,-1,Tony Stewart,3321,-118,26,2,3,10,14,"$3,525,360",2002,26
6,--,Rusty Wallace,3293,-146,26,1,0,4,13,"$3,030,770",2002,26
7,--,Bill Elliott,3255,-184,26,4,2,5,11,"$2,980,410",2002,26
8,+2,Matt Kenseth,3191,-248,26,1,4,9,13,"$2,995,150",2002,26
9,-1,Ricky Rudd,3191,-248,26,1,1,6,10,"$3,017,350",2002,26
10,+1,Ryan Newman,3168,-271,26,6,0,12,15,"$3,384,800",2002,26
11,-2,Dale Jarrett,3094,-345,26,1,2,8,12,"$3,006,640",2002,26
12,--,Kurt Busch,3078,-361,26,1,1,6,12,"$2,469,870",2002,26
13,--,Jeff Burton,2948,-491,26,0,0,3,10,"$2,784,160",2002,26
14,+1,Dale Earnhardt Jr,2915,-524,26,2,1,7,10,"$2,704,680",2002,26
15,-1,Michael Waltrip,2856,-583,26,0,1,4,8,"$2,225,930",2002,26
16,--,Ricky Craven,2827,-612,26,2,0,3,5,"$1,898,210",2002,26
17,+1,Jeff Green,2748,-691,26,0,0,3,4,"$1,635,360",2002,26
18,-1,Bobby Labonte,2731,-708,26,0,1,3,4,"$2,846,610",2002,26
19,+3,Dave Blaney,2637,-802,26,0,0,0,3,"$1,981,620",2002,26
20,+1,Kevin Harvick,2632,-807,25,1,1,5,8,"$2,833,010",2002,26
21,+2,Kyle Petty,2611,-828,26,0,0,0,1,"$1,509,360",2002,26
22,-2,Robby Gordon,2604,-835,26,0,0,1,5,"$2,294,470",2002,26
23,-4,Terry Labonte,2603,-836,26,0,0,1,4,"$2,385,110",2002,26
24,+1,Ward Burton,2511,-928,26,1,2,2,6,"$3,937,890",2002,26
25,-1,Elliott Sadler,2440,-999,26,0,0,2,5,"$2,737,570",2002,26
26,--,Jimmy Spencer,2388,-1051,24,0,0,2,6,"$1,616,620",2002,26
27,+1,Jeremy Mayfield,2377,-1062,26,0,0,2,3,"$1,923,700",2002,26
28,-1,Bobby Hamilton,2345,-1094,25,0,0,0,2,"$1,863,670",2002,26
29,--,John Andretti,2230,-1209,26,0,0,0,1,"$2,196,970",2002,26
30,--,Ken Schrader,2191,-1248,26,0,0,0,0,"$1,885,990",2002,26
31,--,Mike Skinner,2064,-1375,26,0,0,0,0,"$1,579,440",2002,26
32,--,Casey Atwood,2045,-1394,26,0,0,0,0,"$1,577,480",2002,26
33,+1,Brett Bodine,1895,-1544,26,0,0,0,0,"$1,503,160",2002,26
34,-1,Johnny Benson Jr,1889,-1550,21,0,0,0,3,"$1,814,920",2002,26
35,+1,Jerry Nadeau,1837,-1602,23,0,0,0,1,"$1,516,590",2002,26
36,-1,Hut Stricklin,1781,-1658,22,0,0,0,0,"$1,313,550",2002,26
37,--,Joe Nemechek,1734,-1705,23,0,0,0,0,"$1,620,580",2002,26
38,--,Steve Park,1656,-1783,22,0,0,0,1,"$1,870,580",2002,26
39,+1,Todd Bodine,1448,-1991,15,1,0,1,4,"$1,245,930",2002,26
40,-1,Stacy Compton,1393,-2046,19,0,0,0,0,"$1,095,080",2002,26
41,--,Kenny Wallace,1007,-2432,12,0,0,0,1,"$927,788",2002,26
42,+2,Mike Wallace,731,-2708,11,0,0,0,1,"$807,538",2002,26
43,-1,Steve Grissom,726,-2713,9,0,0,0,1,"$494,241",2002,26
44,-1,Geoffrey Bodine,685,-2754,8,0,0,1,2,"$1,123,020",2002,26
45,--,Rick Mast,576,-2863,9,0,0,0,0,"$469,843",2002,26
46,--,Buckshot Jones,559,-2880,7,0,0,0,0,"$394,223",2002,26
47,--,Hermie Sadler,498,-2941,6,0,0,0,0,"$317,025",2002,26
48,--,Shawna Robinson,361,-3078,7,0,0,0,0,"$428,519",2002,26
49,--,Frank Kimmel,292,-3147,6,0,0,0,0,"$407,579",2002,26
50,--,Derrike Cope,199,-3240,4,0,0,0,0,"$201,216",2002,26
51,+5,Greg Biffle,193,-3246,2,0,0,0,0,"$128,354",2002,26
52,-1,Ted Musgrave,182,-3257,2,0,0,0,0,"$147,220",2002,26
53,-1,Boris Said,164,-3275,2,0,0,0,0,"$87,400",2002,26
54,-1,Tony Raines,162,-3277,3,0,0,0,0,"$133,434",2002,26
55,-1,PJ Jones,160,-3279,1,0,0,1,1,"$65,950",2002,26
56,-1,Scott Pruett,150,-3289,1,0,0,0,1,"$66,690",2002,26
57,--,Morgan Shepherd,119,-3320,3,0,0,0,0,"$119,847",2002,26
58,--,Dick Trickle,111,-3328,3,0,0,0,0,"$136,830",2002,26
59,--,Robert Pressley,97,-3342,1,0,0,0,0,"$150,859",2002,26
60,--,Tom Hubert,91,-3348,1,0,0,0,0,"$41,925",2002,26
61,--,Ron Fellows,88,-3351,1,0,0,0,0,"$47,930",2002,26
62,--,Kirk Shelmerdine,77,-3362,2,0,0,0,0,"$97,127",2002,26
63,--,Lance Hooper,70,-3369,1,0,0,0,0,"$51,840",2002,26
64,--,Andy Hillenburg,68,-3371,2,0,0,0,0,"$101,629",2002,26
65,--,Jim Inglebright,67,-3372,1,0,0,0,0,"$47,190",2002,26
66,--,Chad Little,64,-3375,1,0,0,0,0,"$49,745",2002,26
67,--,Ron Hornaday,55,-3384,1,0,0,0,0,"$88,476",2002,26
68,--,Jay Sauter,52,-3387,1,0,0,0,0,"$50,200",2002,26
69,--,Tim Sauter,52,-3387,1,0,0,0,0,"$40,130",2002,26
70,-1,Scott Wimmer,43,-3396,1,0,0,0,0,"$51,350",2002,26
71,-1,Jason Small,40,-3399,1,0,0,0,0,"$41,130",2002,26
72,-1,Dave Marcis,37,-3402,1,0,0,0,0,"$137,110",2002,26
73,-1,Austin Cameron,37,-3402,1,0,0,0,0,"$46,945",2002,26
74,-1,Joe Varde,37,-3402,1,0,0,0,0,"$37,610",2002,26
75,-1,Randy Renfrow,34,-3405,1,0,0,0,0,"$71,193",2002,26
76,-1,Kevin Lepage,34,-3405,1,0,0,0,0,"$86,992",2002,26
77,-1,Gary Bradberry,34,-3405,1,0,0,0,0,"$40,399",2002,26
78,-1,Stuart Kirby,34,-3405,1,0,0,0,0,"$52,403",2002,26
79,-1,Carl Long,0,-3439,1,0,0,0,0,"$86,413",2002,26
1,+1,Mark Martin,3545,0,27,0,1,8,16,"$4,263,170",2002,27
2,-1,Sterling Marlin,3539,-6,27,0,2,8,14,"$3,525,030",2002,27
3,--,Jimmie Johnson,3505,-40,27,4,2,5,16,"$2,239,970",2002,27
4,+1,Tony Stewart,3486,-59,27,2,3,11,15,"$3,663,690",2002,27
5,-1,Jeff Gordon,3478,-67,27,3,2,8,14,"$3,805,650",2002,27
6,--,Rusty Wallace,3399,-146,27,1,0,4,13,"$3,121,200",2002,27
7,--,Bill Elliott,3354,-191,27,4,2,5,11,"$3,055,190",2002,27
8,+2,Ryan Newman,3353,-192,27,6,1,13,16,"$3,587,350",2002,27
9,-1,Matt Kenseth,3325,-220,27,1,4,9,14,"$3,069,020",2002,27
10,-1,Ricky Rudd,3318,-227,27,1,1,6,10,"$3,111,790",2002,27
11,+1,Kurt Busch,3253,-292,27,1,1,7,13,"$2,614,170",2002,27
12,-1,Dale Jarrett,3240,-305,27,1,2,8,13,"$3,101,260",2002,27
13,--,Jeff Burton,3051,-494,27,0,0,3,10,"$2,878,250",2002,27
14,--,Dale Earnhardt Jr,3045,-500,27,2,1,7,10,"$2,775,100",2002,27
15,--,Michael Waltrip,3003,-542,27,0,1,4,9,"$2,291,960",2002,27
16,--,Ricky Craven,2977,-568,27,2,0,3,6,"$1,968,360",2002,27
17,+1,Bobby Labonte,2886,-659,27,0,1,4,5,"$2,960,190",2002,27
18,-1,Jeff Green,2833,-712,27,0,0,3,4,"$1,683,590",2002,27
19,--,Dave Blaney,2725,-820,27,0,0,0,3,"$2,046,130",2002,27
20,+2,Robby Gordon,2721,-824,27,0,0,1,5,"$2,371,200",2002,27
21,-1,Kevin Harvick,2696,-849,26,1,1,5,8,"$2,922,010",2002,27
22,+1,Terry Labonte,2676,-869,27,0,0,1,4,"$2,458,270",2002,27
23,-2,Kyle Petty,2657,-888,27,0,0,0,1,"$1,551,580",2002,27
24,--,Ward Burton,2560,-985,27,1,2,2,6,"$4,023,190",2002,27
25,+1,Jimmy Spencer,2506,-1039,25,0,0,2,6,"$1,682,870",2002,27
26,-1,Elliott Sadler,2498,-1047,27,0,0,2,5,"$2,788,360",2002,27
27,--,Jeremy Mayfield,2468,-1077,27,0,0,2,3,"$1,980,130",2002,27
28,--,Bobby Hamilton,2345,-1200,25,0,0,0,2,"$1,863,670",2002,27
29,--,John Andretti,2327,-1218,27,0,0,0,1,"$2,273,080",2002,27
30,--,Ken Schrader,2315,-1230,27,0,0,0,0,"$1,960,520",2002,27
31,+1,Casey Atwood,2106,-1439,27,0,0,0,0,"$1,620,480",2002,27
32,-1,Mike Skinner,2098,-1447,27,0,0,0,0,"$1,621,610",2002,27
33,+1,Johnny Benson Jr,2054,-1491,22,0,0,1,4,"$1,928,540",2002,27
34,-1,Brett Bodine,1950,-1595,27,0,0,0,0,"$1,545,760",2002,27
35,--,Jerry Nadeau,1916,-1629,24,0,0,0,1,"$1,563,920",2002,27
36,+1,Joe Nemechek,1801,-1744,24,0,0,0,0,"$1,672,010",2002,27
37,-1,Hut Stricklin,1781,-1764,22,0,0,0,0,"$1,313,550",2002,27
38,--,Steve Park,1732,-1813,23,0,0,0,1,"$1,947,000",2002,27
39,--,Todd Bodine,1485,-2060,16,1,0,1,4,"$1,313,120",2002,27
40,--,Stacy Compton,1393,-2152,19,0,0,0,0,"$1,095,080",2002,27
41,--,Kenny Wallace,1116,-2429,13,0,0,0,1,"$977,763",2002,27
42,--,Mike Wallace,801,-2744,12,0,0,0,1,"$851,163",2002,27
43,--,Steve Grissom,726,-2819,9,0,0,0,1,"$494,241",2002,27
44,--,Geoffrey Bodine,685,-2860,8,0,0,1,2,"$1,123,020",2002,27
45,--,Rick Mast,576,-2969,9,0,0,0,0,"$469,843",2002,27
46,--,Buckshot Jones,559,-2986,7,0,0,0,0,"$394,223",2002,27
47,--,Hermie Sadler,550,-2995,7,0,0,0,0,"$359,475",2002,27
48,--,Shawna Robinson,361,-3184,7,0,0,0,0,"$428,519",2002,27
49,--,Frank Kimmel,292,-3253,6,0,0,0,0,"$407,579",2002,27
50,+1,Greg Biffle,275,-3270,3,0,0,0,0,"$184,354",2002,27
51,-1,Derrike Cope,199,-3346,4,0,0,0,0,"$201,216",2002,27
52,--,Ted Musgrave,182,-3363,2,0,0,0,0,"$147,220",2002,27
53,--,Boris Said,164,-3381,2,0,0,0,0,"$87,400",2002,27
54,--,Tony Raines,162,-3383,3,0,0,0,0,"$133,434",2002,27
55,--,PJ Jones,160,-3385,1,0,0,1,1,"$65,950",2002,27
56,+1,Morgan Shepherd,159,-3386,4,0,0,0,0,"$161,897",2002,27
57,-1,Scott Pruett,150,-3395,1,0,0,0,1,"$66,690",2002,27
58,--,Dick Trickle,111,-3434,3,0,0,0,0,"$136,830",2002,27
59,--,Robert Pressley,97,-3448,1,0,0,0,0,"$150,859",2002,27
60,--,Tom Hubert,91,-3454,1,0,0,0,0,"$41,925",2002,27
61,--,Ron Fellows,88,-3457,1,0,0,0,0,"$47,930",2002,27
62,+14,Kevin Lepage,77,-3468,2,0,0,0,0,"$129,137",2002,27
63,-1,Kirk Shelmerdine,77,-3468,2,0,0,0,0,"$97,127",2002,27
64,-1,Lance Hooper,70,-3475,1,0,0,0,0,"$51,840",2002,27
65,-1,Andy Hillenburg,68,-3477,2,0,0,0,0,"$101,629",2002,27
66,-1,Jim Inglebright,67,-3478,1,0,0,0,0,"$47,190",2002,27
67,-1,Chad Little,64,-3481,1,0,0,0,0,"$49,745",2002,27
68,-1,Ron Hornaday,55,-3490,1,0,0,0,0,"$88,476",2002,27
69,-1,Jay Sauter,52,-3493,1,0,0,0,0,"$50,200",2002,27
70,-1,Tim Sauter,52,-3493,1,0,0,0,0,"$40,130",2002,27
71,-1,Scott Wimmer,43,-3502,1,0,0,0,0,"$51,350",2002,27
72,-1,Jason Small,40,-3505,1,0,0,0,0,"$41,130",2002,27
73,-1,Dave Marcis,37,-3508,1,0,0,0,0,"$137,110",2002,27
74,-1,Austin Cameron,37,-3508,1,0,0,0,0,"$46,945",2002,27
75,-1,Joe Varde,37,-3508,1,0,0,0,0,"$37,610",2002,27
76,-1,Randy Renfrow,34,-3511,1,0,0,0,0,"$71,193",2002,27
77,--,Gary Bradberry,34,-3511,1,0,0,0,0,"$40,399",2002,27
78,--,Stuart Kirby,34,-3511,1,0,0,0,0,"$52,403",2002,27
79,--,Carl Long,0,-3545,1,0,0,0,0,"$86,413",2002,27
1,--,Mark Martin,3720,0,28,0,1,9,17,"$4,411,760",2002,28
2,+1,Jimmie Johnson,3690,-30,28,4,3,6,17,"$2,392,700",2002,28
3,+1,Tony Stewart,3646,-74,28,2,3,12,16,"$3,778,760",2002,28
4,-2,Sterling Marlin,3639,-81,28,0,2,8,14,"$3,614,830",2002,28
5,--,Jeff Gordon,3530,-190,28,3,2,8,14,"$3,903,150",2002,28
6,--,Rusty Wallace,3522,-198,28,1,0,4,13,"$3,219,990",2002,28
7,+1,Ryan Newman,3495,-225,28,6,1,13,17,"$3,663,340",2002,28
8,+1,Matt Kenseth,3485,-235,28,1,4,10,15,"$3,160,700",2002,28
9,-2,Bill Elliott,3463,-257,28,4,2,5,11,"$3,132,220",2002,28
10,--,Ricky Rudd,3439,-281,28,1,1,6,10,"$3,205,700",2002,28
11,+1,Dale Jarrett,3410,-310,28,1,2,9,14,"$3,221,740",2002,28
12,-1,Kurt Busch,3399,-321,28,1,1,7,14,"$2,685,660",2002,28
13,--,Jeff Burton,3201,-519,28,0,0,3,11,"$2,979,980",2002,28
14,--,Dale Earnhardt Jr,3141,-579,28,2,1,7,10,"$2,841,340",2002,28
15,--,Michael Waltrip,3130,-590,28,0,1,4,9,"$2,353,800",2002,28
16,--,Ricky Craven,3120,-600,28,2,0,3,7,"$2,034,250",2002,28
17,+1,Jeff Green,2957,-763,28,0,0,3,4,"$1,736,180",2002,28
18,-1,Bobby Labonte,2926,-794,28,0,1,4,5,"$3,049,940",2002,28
19,--,Dave Blaney,2855,-865,28,0,0,0,3,"$2,121,320",2002,28
20,--,Robby Gordon,2833,-887,28,0,0,1,5,"$2,449,550",2002,28
